billIndex,billId,billStatus,billType,billTitle
340,s1305-114,REPORTED,s,A bill to amend the Colorado River Storage Project Act to authorize the use of the active capacity of the Fontenelle Reservoir.
341,s1306-114,REFERRED,s,Energy Independence Investment Act of 2015
342,s1307-114,REFERRED,s,Intelligence Budget Transparency Act of 2015
343,s1308-114,REFERRED,s,"A bill to amend chapter 44 of title 18, United States Code, to more comprehensively address the interstate transportation of firearms or ammunition."
344,s1309-114,REFERRED,s,FAIR Student Credit Act of 2015
345,s131-114,REFERRED,s,Fair And Immediate Release of Generic Drugs Act
346,s1310-114,REFERRED,s,Deficit Reduction Through Fair Oil Royalties Act
347,s1311-114,REFERRED,s,Oil Spill Deterrent Act
348,s1312-114,REFERRED,s,Energy Supply and Distribution Act of 2015
349,s1313-114,REFERRED,s,"Strong Lungs, Strong Lives Act of 2015"
350,s1314-114,REFERRED,s,Commercial UAS Modernization Act
351,s1315-114,REPORTED,s,Knife Owners' Protection Act of 2015
352,s1316-114,REFERRED,s,Point Spencer Land Conveyance Act
353,s1317-114,REFERRED,s,Lifetime Income Disclosure Act
354,s1318-114,REPORTED,s,Nuclear Terrorism Conventions Implementation and Safety of Maritime Navigation Act of 2015
355,s1319-114,REFERRED,s,"A bill to validate final patent number 27-2005-0081, and for other purposes."
356,s132-114,REFERRED,s,Oregon and California Land Grant Act of 2015
357,s1320-114,REFERRED,s,Bailout Prevention Act of 2015
358,s1321-114,REFERRED,s,Fairness for Fallen Officers Act of 2015
359,s1322-114,REFERRED,s,Protecting Student Privacy Act of 2015
360,s1323-114,REFERRED,s,Social Security Identity Defense Act of 2015
361,s1324-114,REPORTED,s,Affordable Reliable Electricity Now Act of 2015
362,s1325-114,REFERRED,s,"A bill to designate the Department of Veterans Affairs community based outpatient clinic in Newark, Ohio, as the Daniel L. Kinnard Department of Veterans Affairs Community Based Outpatient Clinic."
363,s1326-114,REPORTED,s,Maritime Administration Enhancement Act of 2015
364,s1327-114,REFERRED,s,SALTS Act
365,s1328-114,REFERRED,s,On-the-Job Training Act of 2015
366,s1329-114,REFERRED,s,"A bill to remove the use restrictions on certain land transferred to Rockingham County, Virginia, and for other purposes."
367,s133-114,REFERRED,s,Klamath Basin Water Recovery and Economic Restoration Act of 2015
368,s1330-114,REFERRED,s,Freedom from Discrimination in Credit Act of 2015
369,s1331-114,REPORTED,s,Seasonal Forecasting Improvement Act
370,s1332-114,REFERRED,s,Meat and Poultry Recall Notification Act of 2015
371,s1333-114,REFERRED,s,Therapeutic Hemp Medical Access Act of 2015
372,s1334-114,REPORTED,s,"Illegal, Unreported, and Unregulated Fishing Enforcement Act of 2015"
373,s1335-114,PASS_OVER:SENATE,s,Ensuring Access to Fisheries Act
374,s1336-114,REPORTED,s,South Pacific Fisheries Convention Implementation Act
375,s1337-114,REFERRED,s,SPOT Act
376,s1338-114,REFERRED,s,Small HyDRO Act of 2015
377,s1339-114,REFERRED,s,A bill to permanently authorize the special immigrant nonminister religious worker program.
378,s134-114,REFERRED,s,Industrial Hemp Farming Act of 2015
379,s1340-114,REFERRED,s,Coal Oversight and Leasing Reform Act of 2015
380,s1341-114,REFERRED,s,Student Privacy Protection Act
381,s1342-114,REFERRED,s,"A bill to require the Secretary of Energy to conduct a study and issue a report that quantifies the energy savings benefits of operational efficiency programs and services for commercial, institutional, industrial, and governmental entities."
382,s1343-114,REFERRED,s,"A bill to require the Administrator of the National Oceanic and Atmospheric Administration to maintain a project to improve hurricane forecasting, and for other purposes."
383,s1344-114,REFERRED,s,"A bill to clarify that nonprofit organizations such as Habitat for Humanity can accept donated mortgage appraisals, and for other purposes."
384,s1345-114,REFERRED,s,Access to Quality Diabetes Education Act of 2015
385,s1346-114,REFERRED,s,E-Prize Competition Pilot Program Act of 2015
386,s1347-114,PASS_OVER:SENATE,s,Electronic Health Fairness Act of 2015
387,s1348-114,REFERRED,s,ROAD Act of 2015
388,s1349-114,REPORTED,s,NOTICE Act
389,s135-114,REFERRED,s,Secure Data Act of 2015
390,s1350-114,REPORTED,s,Surface Transportation Extension Act of 2015
391,s1351-114,REFERRED,s,Firearms Interstate Commerce Reform Act
392,s1352-114,PASS_OVER:SENATE,s,Children of Fallen Heroes Scholarship Act
393,s1353-114,REFERRED,s,Ensuring Access to Justice for Claims Against the United States Act
394,s1354-114,REFERRED,s,Medicare Patient Access to Hospice Act of 2015
395,s1355-114,REFERRED,s,College Affordability and Innovation Act of 2015
396,s1356-114,ENACTED:SIGNED,s,National Defense Authorization Act for Fiscal Year 2016
397,s1357-114,PROV_KILL:CLOTUREFAILED,s,"A bill to extend authority relating to roving surveillance, access to business records, and individual terrorists as agents of foreign powers under the Foreign Intelligence Surveillance Act of 1978 until July 31, 2015, and for other purposes."
398,s1358-114,REFERRED,s,Hmong Veterans' Service Recognition Act
399,s1359-114,ENACTED:SIGNED,s,E-Warranty Act of 2015
400,s136-114,ENACTED:SIGNED,s,Gold Star Fathers Act of 2015
401,s1360-114,REFERRED,s,"A bill to amend the limitation on liability for passenger rail accidents or incidents under section 28103 of title 49, United States Code, and for other purposes."
402,s1361-114,REFERRED,s,A bill to amend the Internal Revenue Code of 1986 to extend and improve the Indian coal production tax credit.
403,s1362-114,ENACTED:SIGNED,s,A bill to amend title XI of the Social Security Act to clarify waiver authority regarding programs of all-inclusive care for the elderly (PACE programs).
404,s1363-114,REFERRED,s,"A bill to require the Secretary of Energy to submit to Congress a report assessing the capability of the Department of Energy to authorize, host, and oversee privately funded fusion and fission reactor prototypes and related demonstration facilities at sites owned by the Department of Energy."
405,s1364-114,REFERRED,s,Medicaid Generic Drug Price Fairness Act of 2015
406,s1365-114,REFERRED,s,Authorized Rural Water Projects Completion Act
407,s1366-114,REFERRED,s,"A bill to amend the charter of the Gold Star Wives of America to remove the restriction on the federally chartered corporation, and directors and officers of the corporation, attempting to influence legislation."
408,s1367-114,REFERRED,s,A bill to amend the Federal Home Loan Bank Act with respect to membership eligibility of certain institutions.
409,s1368-114,REFERRED,s,SIGMA Act of 2015
410,s1369-114,REFERRED,s,Helping Schools Protect Our Children Act of 2015
411,s137-114,REFERRED,s,Taxpayer Protection and Preparer Proficiency Act of 2015
412,s1370-114,REFERRED,s,Support for Bridges Act
413,s1371-114,REFERRED,s,Inclusive Prosperity Act of 2015
414,s1372-114,REFERRED,s,American Crude Oil Export Equality Act
415,s1373-114,REFERRED,s,College for All Act
416,s1374-114,REFERRED,s,Foreign Medical School Accountability Fairness Act of 2015
417,s1375-114,REFERRED,s,America's Red Rock Wilderness Act of 2015
418,s1376-114,REPORTED,s,National Defense Authorization Act for Fiscal Year 2016
419,s1377-114,REFERRED,s,CEJA
420,s1378-114,REPORTED,s,Bonuses for Cost-Cutters Act of 2015
421,s1379-114,REFERRED,s,African Free Trade Initiative Act
422,s138-114,REFERRED,s,I Teach Act of 2015
423,s1380-114,REFERRED,s,Strong Start for America's Children Act of 2015
424,s1381-114,REFERRED,s,Trade Transparency Act of 2015
425,s1382-114,REFERRED,s,Every Child Deserves a Family Act
426,s1383-114,REFERRED,s,Consumer Financial Protection Bureau Accountability Act of 2015
427,s1384-114,REFERRED,s,Andrew Prior Act
428,s1385-114,REFERRED,s,Firearm Act of 2015
429,s1386-114,REFERRED,s,Icebreaker Recapitalization Act
430,s1387-114,REFERRED,s,Supplemental Security Income Restoration Act of 2015
431,s1388-114,REFERRED,s,Cuba Normalization Accountability Act of 2015
432,s1389-114,REFERRED,s,Cuba DATA Act
433,s139-114,ENACTED:SIGNED,s,Ensuring Access to Clinical Trials Act of 2015
434,s1390-114,REFERRED,s,Native American Indian Education Act
435,s1391-114,REFERRED,s,CCM-CARE Act
436,s1392-114,REFERRED,s,Safer Prescribing of Controlled Substances Act
437,s1393-114,REFERRED,s,Real EPA Impact Reviews Act
438,s1394-114,REFERRED,s,Columbia River Basin Restoration Act of 2015
439,s1395-114,REFERRED,s,A bill to reinstate certain mining claims in the State of Alaska.
440,s1396-114,REFERRED,s,Value-Based Insurance Design Seniors Copayment Reduction Act of 2015
441,s1397-114,REFERRED,s,ITIN Reform Act of 2015
442,s1398-114,REFERRED,s,Energy Title of America COMPETES Reauthorization Act of 2015
443,s1399-114,REFERRED,s,Small Business Expensing Act of 2015
444,s14-114,REFERRED,s,Scofield Land Transfer Act
445,s140-114,REFERRED,s,Combat Human Trafficking Act of 2015
446,s1400-114,REPORTED,s,Veterans Small Business Enhancement Act of 2015
447,s1401-114,REFERRED,s,"A bill to provide for the annual designation of cities in the United States as an ""American World War II City""."
448,s1402-114,PASS_OVER:SENATE,s,Patents for Humanity Program Improvement Act
449,s1403-114,REPORTED,s,Florida Fisheries Improvement Act
450,s1404-114,REFERRED,s,State Transportation Flexibility Act
451,s1405-114,REFERRED,s,Severe Fuel Supply Emergency Response Act of 2015
452,s1406-114,REFERRED,s,Saving Access to Compounded Medications for Special Needs Patients Act
453,s1407-114,REFERRED,s,Public Land Renewable Energy Development Act of 2015
454,s1408-114,REFERRED,s,Vehicle Innovation Act of 2015
455,s1409-114,REFERRED,s,Supporting Positive Outcomes After Release Act
456,s141-114,REFERRED,s,Protecting Seniors' Access to Medicare Act of 2015
457,s1410-114,REFERRED,s,Treatment and Recovery Investment Act
458,s1411-114,REPORTED,s,Presidential Allowance Modernization Act of 2016
459,s1412-114,REFERRED,s,Housing for Homeless Students Act of 2015
460,s1413-114,REFERRED,s,Higher Education Tax Benefit Compliance Improvement Act
461,s1414-114,REFERRED,s,Rhode Island Fishermen's Fairness Act
462,s1415-114,REFERRED,s,Small Business Stability Act
463,s1416-114,REFERRED,s,"A bill to amend title 54, United States Code, to limit the authority to reserve water rights in designating a national monument."
464,s1417-114,REPORTED,s,United States Grain Standards Act Reauthorization Act of 2015
465,s1418-114,REFERRED,s,Judicial Transparency and Ethics Enhancement Act of 2015
466,s1419-114,REPORTED,s,Native Language Immersion Student Achievement Act
467,s142-114,ENACTED:SIGNED,s,Child Nicotine Poisoning Prevention Act of 2015
468,s1420-114,REFERRED,s,Energy Markets Act of 2015
469,s1421-114,REFERRED,s,Orphan Product Extensions Now Accelerating Cures and Treatments Act of 2015
470,s1422-114,REFERRED,s,Energy Workforce for the 21st Century Act of 2015
471,s1423-114,REFERRED,s,Central Coast Heritage Protection Act
472,s1424-114,REFERRED,s,Microbead-Free Waters Act of 2015
473,s1425-114,REFERRED,s,Promoting New Manufacturing Act
474,s1426-114,REFERRED,s,Physical Therapist Workforce and Patient Access Act of 2015
475,s1427-114,REFERRED,s,Quality Measure Alignment Act of 2015
476,s1428-114,REFERRED,s,Excess Uranium Transparency and Accountability Act
477,s1429-114,REFERRED,s,Charitable Agricultural Research Act
478,s143-114,PASS_OVER:SENATE,s,United States Merchant Marine Academy Improvements Act of 2015
479,s1430-114,REFERRED,s,Marine Oil Spill Prevention Act
480,s1431-114,REFERRED,s,Prescription Drug Abuse Prevention and Treatment Act of 2015
481,s1432-114,REFERRED,s,Carbon Fiber Recycling Act of 2015
482,s1433-114,REFERRED,s,Improving Driver Safety Act of 2015
483,s1434-114,REFERRED,s,Energy Storage Promotion and Deployment Act of 2015
484,s1435-114,REFERRED,s,Organ Donation Awareness and Promotion Act of 2015
485,s1436-114,PASS_OVER:SENATE,s,Nevada Native Nations Land Act
486,s1437-114,REFERRED,s,Modular Airborne Firefighting System Flexibility Act
487,s1438-114,REFERRED,s,Allowing Greater Access to Safe and Effective Contraception Act
488,s1439-114,REFERRED,s,Foster Youth Independence Act of 2015
489,s144-114,REFERRED,s,Local Leadership in Education Act
490,s1440-114,REFERRED,s,Credit Union Residential Loan Parity Act
491,s1441-114,REFERRED,s,Stop Militarizing Law Enforcement Act
492,s1442-114,REFERRED,s,ERASE Act
493,s1443-114,PASS_OVER:SENATE,s,"Indian Employment, Training and Related Services Consolidation Act of 2015"
494,s1444-114,REFERRED,s,Distillery Excise Tax Reform Act of 2015
495,s1445-114,REFERRED,s,Microloan Act of 2015
496,s1446-114,REFERRED,s,SOAR to Health and Wellness Act of 2015
497,s1447-114,REFERRED,s,Sustainable Chemistry Research and Development Act of 2015
498,s1448-114,REPORTED,s,Frank Moore Wild Steelhead Sanctuary Designation Act
499,s1449-114,REFERRED,s,Building Better Trucks Act
500,s145-114,REPORTED,s,National Park Access Act
501,s1450-114,REFERRED,s,Department of Veterans Affairs Emergency Medical Staffing Recruitment and Retention Act
502,s1451-114,REFERRED,s,Veterans' Survivors Claims Processing Automation Act of 2015
503,s1452-114,REFERRED,s,Veterans Emergency Health Care Safety Net Expansion Act of 2015
504,s1453-114,REFERRED,s,Puerto Rico Medicare Part B Equity Act of 2015
505,s1454-114,REFERRED,s,Transportation and Logistics Hiring Reform Act
506,s1455-114,REPORTED,s,Recovery Enhancement for Addiction Treatment Act
507,s1456-114,REFERRED,s,Rural ACO Improvement Act of 2015
508,s1457-114,REFERRED,s,Alabama-Coushatta Tribe of Texas Equal and Fair Opportunity Settlement Act
509,s1458-114,REFERRED,s,STREAM Act of 2015
510,s1459-114,REFERRED,s,Cider Investment and Development through Excise Tax Reduction (CIDER) Act
511,s146-114,REFERRED,s,Public Access to Public Land Guarantee Act
512,s1460-114,REFERRED,s,Fry Scholarship Enhancement Act of 2015
513,s1461-114,ENACTED:SIGNED,s,A bill to provide for the extension of the enforcement instruction on supervision requirements for outpatient therapeutic services in critical access and small rural hospitals through 2015.
514,s1462-114,REFERRED,s,Eliminating Dangerous Oil Cars and Ensuring Community Safety Act
515,s1463-114,PASS_OVER:SENATE,s,Access to Community Care for Veterans Act of 2015
516,s1464-114,REFERRED,s,Boating Capacity Standards Act of 2015
517,s1465-114,REFERRED,s,FAST Act
518,s1466-114,REFERRED,s,Ensuring Equal Access to Treatments Act of 2015
519,s1467-114,REFERRED,s,Pedestrian Safety Act of 2015
520,s1468-114,REFERRED,s,"A bill to designate the arboretum at the Hunter Holmes McGuire VA Medical Center in Richmond, Virginia, as the ""Phyllis E. Galanti Arboretum""."
521,s1469-114,REFERRED,s,FISA Reform Act of 2015
522,s147-114,REPORTED,s,Keystone XL Pipeline Approval Act
