billIndex,billId,billStatus,billType,billTitle
1688,s252-114,REFERRED,s,Tax Transparency Act of 2015
1689,s2520-114,REFERRED,s,Newborn Care Improvement Act
1690,s2521-114,REFERRED,s,Military SAVE Act
1691,s2522-114,REPORTED,s,A bill to amend the Homeland Security Act of 2002 to build partnerships to prevent violence by extremists.
1692,s2523-114,REFERRED,s,Fort Knox Energy Security Act
1693,s2524-114,REPORTED,s,Bolts Ditch Access and Use Act
1694,s2525-114,REFERRED,s,Expand Excellence in Mental Health Act
1695,s2526-114,REFERRED,s,Made in America Manufacturing Communities Act of 2016
1696,s2527-114,REFERRED,s,Sergeant Daniel Somers Classified Veterans Access to Care Act
1697,s2528-114,REFERRED,s,Lithium Battery Safety Act of 2016
1698,s2529-114,REFERRED,s,"A bill to amend the Richard B. Russell National School Lunch Act to require that the Buy American purchase requirement for the school lunch program include fish harvested within United States waters, and for other purposes."
1699,s253-114,PASS_OVER:SENATE,s,Federal Communications Commission Consolidated Reporting Act of 2015
1700,s2530-114,REFERRED,s,A bill to amend the Internal Revenue Code of 1986 to modify the exemption for certain aircraft from the excise taxes on transportation by air.
1701,s2531-114,REFERRED,s,Combating BDS Act of 2016
1702,s2532-114,REFERRED,s,A bill to authorize appropriations for the Drinking Water State Revolving Fund and the Clean Water State Revolving Fund.
1703,s2533-114,REFERRED,s,California Long-Term Provisions for Water Supply and Short-Term Provisions for Emergency Drought Relief Act
1704,s2534-114,REFERRED,s,Security Officer Screening Improvement Act of 2016
1705,s2535-114,REFERRED,s,"A bill to provide deadlines for corrosion control treatment steps for lead and copper in drinking water, and other purposes."
1706,s2536-114,REFERRED,s,Airplane Kids In Transit Safety Act of 2016
1707,s2537-114,REFERRED,s,PLO Accountability Act
1708,s2538-114,REFERRED,s,A bill to provide resources and incentives for the enforcement of immigration laws in the interior of the United States and for other purposes.
1709,s2539-114,REFERRED,s,Child Care Access to Resources for Early-learning Act
1710,s254-114,REFERRED,s,Small Business Health Relief Act of 2015
1711,s2540-114,REFERRED,s,Fair Day in Court for Kids Act of 2016
1712,s2541-114,REFERRED,s,Big Cat Public Safety Act of 2016
1713,s2542-114,REFERRED,s,Cradle Act
1714,s2543-114,REFERRED,s,Changing the Culture of the FDA Act
1715,s2544-114,REFERRED,s,Stop Illegal Trafficking in Firearms Act of 2016
1716,s2545-114,REFERRED,s,Veterans Choice Card Prompt Payment Act
1717,s2546-114,REFERRED,s,No Windfalls for Bailed Out Executives Act
1718,s2547-114,REFERRED,s,Real Transparency in Airfares Act of 2016
1719,s2548-114,REPORTED,s,400 Years of African-American History Commission Act
1720,s2549-114,REFERRED,s,Treating Small Airports with Fairness Act of 2016
1721,s255-114,REFERRED,s,FAIR Act
1722,s2550-114,REFERRED,s,Civic Duty Act
1723,s2551-114,REFERRED,s,Genocide and Atrocities Prevention Act of 2016
1724,s2552-114,REFERRED,s,Interstate Threats Clarification Act of 2016
1725,s2553-114,REFERRED,s,Kari's Law Act of 2016
1726,s2554-114,REFERRED,s,Department of Veterans Affairs Accountability Act of 2016
1727,s2555-114,REPORTED,s,Making Opportunities for Broadband Investment and Limiting Excessive and Needless Obstacles to Wireless Act
1728,s2556-114,REFERRED,s,Workforce Training Enhancement Act of 2016
1729,s2557-114,REFERRED,s,Stopping Unfair Collateral Consequences from Ending Student Success Act
1730,s2558-114,REFERRED,s,Spoofing Prevention Act of 2016
1731,s2559-114,REFERRED,s,Naval Station Guantanamo Bay Protection Act
1732,s256-114,REFERRED,s,Homeless Children and Youth Act of 2015
1733,s2560-114,REFERRED,s,Making College Affordable and Accessible Act of 2016
1734,s2561-114,REFERRED,s,Protection of Children Act of 2016
1735,s2562-114,REFERRED,s,Heroin and Prescription Drug Abuse Prevention and Reduction Act
1736,s2563-114,REFERRED,s,POSTURE Act of 2016
1737,s2564-114,REPORTED,s,Dine College Act of 2016
1738,s2565-114,REFERRED,s,Protecting Families Affected by Substance Abuse Act
1739,s2566-114,REFERRED,s,Sexual Assault Survivors' Rights Act
1740,s2567-114,REFERRED,s,Preventing Overprescribing for Pain Act of 2016
1741,s2568-114,REFERRED,s,"California Desert Conservation, Off-Road Recreation, and Renewable Energy Act"
1742,s2569-114,REFERRED,s,Great Lakes Fishery Research Authorization Act of 2016
1743,s257-114,REFERRED,s,Protecting Access to Rural Therapy Services (PARTS) Act
1744,s2570-114,REFERRED,s,Unfunded Mandates Accountability Act of 2016
1745,s2571-114,REFERRED,s,Remotely Piloted Aircraft Mission Protection Act of 2016
1746,s2572-114,REFERRED,s,NURSE Act
1747,s2573-114,REFERRED,s,Home Lead Safety Tax Credit Act of 2016
1748,s2574-114,REFERRED,s,Modernizing the Interstate Placement of Children in Foster Care Act
1749,s2575-114,REFERRED,s,Healthy Homes Tax Credit Act
1750,s2576-114,REFERRED,s,Support Our Brave Law Enforcement Act
1751,s2577-114,PASS_OVER:SENATE,s,Justice for All Reauthorization Act of 2016
1752,s2578-114,REFERRED,s,Reducing Unused Medications Act of 2016
1753,s2579-114,REFERRED,s,Drinking Water Safety and Infrastructure Act
1754,s258-114,REFERRED,s,Critical Access Hospital Relief Act of 2015
1755,s2580-114,REPORTED,s,RAISE Act of 2016
1756,s2581-114,REFERRED,s,Biased IRS Audit Systems Prevention Act
1757,s2582-114,REFERRED,s,Midnight Rule Relief Act of 2016
1758,s2583-114,REFERRED,s,"Firm, Unwavering National Dedication to Water Act"
1759,s2584-114,REFERRED,s,Living Donor Protection Act of 2016
1760,s2585-114,REFERRED,s,Airspace Management Advisory Committee Act of 2016
1761,s2586-114,REFERRED,s,TEST KIDS Act
1762,s2587-114,REFERRED,s,CLEAR Act
1763,s2588-114,REFERRED,s,GET THE LEAD OUT Act of 2016
1764,s2589-114,REFERRED,s,Terrorist Release Transparency Act
1765,s259-114,REFERRED,s,A bill to modify the efficiency standards for grid-enabled water heaters.
1766,s2590-114,REFERRED,s,Hallways to Health Act
1767,s2591-114,REFERRED,s,WARN Act of 2016
1768,s2592-114,REFERRED,s,Medical Debt Relief Act of 2016
1769,s2593-114,REFERRED,s,United States Call Center Worker and Consumer Protection Act of 2016
1770,s2594-114,REFERRED,s,A bill to provide for the discoverability and admissibility of gun trace information in civil proceedings.
1771,s2595-114,REFERRED,s,Building Rail Access for Customers and the Economy Act
1772,s2596-114,REFERRED,s,"A bill to amend title 10, United States Code, to permit veterans who have a service-connected, permanent disability rated as total to travel on military aircraft in the same manner and to the same extent as retired members of the Armed Forces entitled to such travel."
1773,s2597-114,REFERRED,s,Medicare Mental Health Access Act
1774,s2598-114,REFERRED,s,Naismith Memorial Basketball Hall of Fame Commemorative Coin Act
1775,s2599-114,REFERRED,s,Truth in Hotel Advertising Act of 2016
1776,s26-114,REFERRED,s,American Jobs Matter Act of 2015
1777,s260-114,REFERRED,s,Temporary Duty Suspension Process Act of 2015
1778,s2600-114,REFERRED,s,"A bill to amend the Military Selective Service Act to provide that any modification to the duty to register for purposes of the Military Selective Service Act may be made only through an Act of Congress, and for other purposes."
1779,s2601-114,REFERRED,s,A bill to direct the Secretary of Veterans Affairs to disclose certain information to State controlled substance monitoring programs.
1780,s2602-114,REFERRED,s,Restoring Internet Freedom Act
1781,s2603-114,REFERRED,s,CLEANUP Act
1782,s2604-114,REFERRED,s,Digital Security Commission Act of 2016
1783,s2605-114,REFERRED,s,Medicaid Coverage for Addiction Recovery Expansion Act
1784,s2606-114,REFERRED,s,Sustainable Water Infrastructure Investment Act of 2016
1785,s2607-114,REPORTED,s,Developing Innovation and Growing the Internet of Things Act
1786,s2608-114,REPORTED,s,American Discovery Trail Act of 2016
1787,s2609-114,REPORTED,s,"An original bill to amend the Agricultural Marketing Act of 1946 to require the Secretary of Agriculture to establish a national voluntary labeling standard for bioengineered foods, and for other purposes."
1788,s261-114,ENACTED:SIGNED,s,"A bill to designate the United States courthouse located at 200 NW 4th Street in Oklahoma City, Oklahoma, as the William J. Holloway, Jr. United States Courthouse."
1789,s2610-114,REFERRED,s,A bill to approve an agreement between the United States and the Republic of Palau.
1790,s2611-114,REFERRED,s,Federal Election Administration Act of 2016
1791,s2612-114,REFERRED,s,"Promoting Travel, Commerce, and National Security Act of 2016"
1792,s2613-114,PASS_OVER:SENATE,s,Adam Walsh Reauthorization Act of 2016
1793,s2614-114,PASS_OVER:SENATE,s,Kevin and Avonte's Law of 2016
1794,s2615-114,REFERRED,s,Increasing Competition in Pharmaceuticals Act
1795,s2616-114,REPORTED,s,"A bill to modify certain cost-sharing and revenue provisions relating to the Arkansas Valley Conduit, Colorado."
1796,s2617-114,REFERRED,s,MANIFEST for Human Spaceflight Act of 2016
1797,s2618-114,REFERRED,s,Medicaid Directory of Caregivers Act
1798,s2619-114,REFERRED,s,Startup Entrepreneur Empowerment Delivery Act of 2016
1799,s262-114,REFERRED,s,Runaway and Homeless Youth and Trafficking Prevention Act
1800,s2620-114,REPORTED,s,"A bill to facilitate the addition of park administration at the Coltsville National Historical Park, and for other purposes."
1801,s2621-114,REFERRED,s,Biotechnology Food Labeling Uniformity Act
1802,s2622-114,REFERRED,s,Fort Ontario Study Act
1803,s2623-114,REFERRED,s,Protecting Americans from Drug Marketing Act
1804,s2624-114,REFERRED,s,National Biomedical Research Act
1805,s2625-114,REFERRED,s,Protecting Our Servicemembers' Children from Sexual and Violent Predators Act
1806,s2626-114,REFERRED,s,Higher Education Unmanned Aircraft Systems Modernization Act
1807,s2627-114,REFERRED,s,Mojave National Preserve Boundary Adjustment Act of 2016
1808,s2628-114,REFERRED,s,National Emergency Medical Services Commemorative Work Act
1809,s2629-114,REFERRED,s,Global Development Lab Act of 2016
1810,s263-114,REFERRED,s,A bill to protect the right of individuals to bear arms at water resources development projects.
1811,s2630-114,REFERRED,s,Pay Stub Disclosure Act
1812,s2631-114,REFERRED,s,Lead-Safe Housing for Kids Act of 2016
1813,s2632-114,REFERRED,s,Vietnam Human Rights Act of 2016
1814,s2633-114,REFERRED,s,Improving Veterans Access to Care in the Community Act
1815,s2634-114,REFERRED,s,One Health Act of 2016
1816,s2635-114,REFERRED,s,Coast Guard Icebreaker Recapitalization Act
1817,s2636-114,REFERRED,s,Reservation Land Consolidation Act of 2016
1818,s2637-114,REFERRED,s,"A bill to amend the Migratory Bird Treaty Act to clarify the treatment of authentic Alaska Native articles of handicraft containing nonedible migratory bird parts, and for other purposes."
1819,s2638-114,REFERRED,s,A bill to provide for the issuance of a Battle of Midway 75th Anniversary Semipostal Stamp.
1820,s2639-114,REFERRED,s,Equal Access to Congressional Research Service Reports Act of 2016
1821,s264-114,REFERRED,s,Federal Reserve Transparency Act of 2015
1822,s2640-114,REFERRED,s,Genetically Engineered Salmon Labeling Act
1823,s2641-114,REFERRED,s,Aidan's Law
1824,s2642-114,REFERRED,s,Stop Trafficking on Planes (STOP) Act of 2016
1825,s2643-114,REPORTED,s,Pueblo de Cochiti Self-Governance Act
1826,s2644-114,REPORTED,s,FCC Reauthorization Act of 2016
1827,s2645-114,REFERRED,s,Global Respect Act
1828,s2646-114,REFERRED,s,Veterans Choice Improvement Act of 2016
1829,s2647-114,REFERRED,s,Behavioral Health Coverage Transparency Act of 2016
1830,s2648-114,REFERRED,s,Comprehensive Resources for Entrepreneurs in the Arts to Transform the Economy Act of 2016
1831,s2649-114,REFERRED,s,Veterans Choice Equal Cost for Care Act of 2016
1832,s265-114,REFERRED,s,CHOICE Act
1833,s2650-114,PASS_OVER:SENATE,s,United States Appreciation for Olympians and Paralympians Act
1834,s2651-114,REFERRED,s,PRIME Act
1835,s2652-114,REFERRED,s,A bill to extend the authorization of the Highlands Conservation Act.
1836,s2653-114,REFERRED,s,Recognizing Achievement in Classified School Employees Act
1837,s2654-114,REFERRED,s,Crab Emergency Disaster Assistance Act of 2016
1838,s2655-114,REFERRED,s,Historic Tax Credit Improvement Act of 2015
1839,s2656-114,REFERRED,s,FAIR Fees Act
1840,s2657-114,REFERRED,s,A bill to require consultations on reuniting Korean Americans with family members in North Korea.
1841,s2658-114,REPORTED,s,Federal Aviation Administration Reauthorization Act of 2016
1842,s2659-114,REFERRED,s,Recognizing the Protection of Motorsports Act of 2016
1843,s266-114,REFERRED,s,Retirement Security Act of 2015
1844,s2660-114,REFERRED,s,Veterans Health Administration Spending Transparency and Oversight Act of 2016
1845,s2661-114,REFERRED,s,ACES Act of 2016
1846,s2662-114,REFERRED,s,Pay What You Owe Before You Go Act
1847,s2663-114,REFERRED,s,Reforming CFPB Indirect Auto Financing Guidance Act
1848,s2664-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 4910 Brighton Boulevard in Denver, Colorado, as the ""George Sakato Post Office""."
1849,s2665-114,REFERRED,s,State and Local Cyber Protection Act of 2016
1850,s2666-114,REFERRED,s,Corporate Inverters Earnings Stripping Reform Act of 2016
1851,s2667-114,REFERRED,s,Gulf States Protection and Restoration Coordination Act
1852,s2668-114,REFERRED,s,A bill to provide housing opportunities for individuals living with HIV or AIDS.
1853,s2669-114,REFERRED,s,Ensuring Removal of Terminated Providers from Medicaidand CHIP Act
1854,s267-114,PASS_OVER:SENATE,s,General of the Army Omar Bradley Property Transfer Act of 2015
1855,s2670-114,REFERRED,s,Micro Drone Safety and Innovation Act of 2016
1856,s2671-114,REFERRED,s,Advancing Medical Resident Training in Community Hospitals Act of 2016
1857,s2672-114,REFERRED,s,A bill to reauthorize the program of the Department of Veterans Affairs under which the Secretary of Veterans Affairs provides health services to veterans through qualifying non-Department health care providers.
1858,s2673-114,REFERRED,s,Water Technology Acceleration Act of 2016
1859,s2674-114,REFERRED,s,Lead in Drinking Water Disaster Act of 2016
1860,s2675-114,REFERRED,s,Puerto Rico Recovery Act of 2016
1861,s2676-114,REFERRED,s,Puerto Rico Stability Act of 2016
1862,s2677-114,REFERRED,s,In the Red Act of 2016
1863,s2678-114,REFERRED,s,Safe Treatments and Opportunities to Prevent Pain Act
1864,s2679-114,REFERRED,s,Helping Veterans Exposed to Burn Pits Act
1865,s268-114,REFERRED,s,Rebuild America Act of 2015
1866,s2680-114,REPORTED,s,Mental Health Reform Act of 2016
1867,s2681-114,REFERRED,s,San Juan County Settlement Implementation Act of 2016
1868,s2682-114,REFERRED,s,Territories Relief Act
1869,s2683-114,REFERRED,s,Federal Aviation Administration Veteran Transition Improvement Act of 2016
1870,s2684-114,REFERRED,s,UAVs for Energy Infrastructure Act
1871,s2685-114,REFERRED,s,Mental Health on Campus Improvement Act
1872,s2686-114,REPORTED,s,Protecting Local Business Opportunity Act
1873,s2687-114,REPORTED,s,Plan of Safe Care Improvement Act
1874,s2688-114,REFERRED,s,"A bill to designate the facility of the United States Postal Service located at 615 6th Avenue SE in Cedar Rapids, Iowa, as the ""Sergeant First Class Terryl L. Pasker Post Office Building""."
1875,s2689-114,REFERRED,s,REGROW Act
1876,s269-114,REFERRED,s,Nuclear Weapon Free Iran Act of 2015
1877,s2690-114,REFERRED,s,Modernizing the Pittman-Robertson Fund for Tomorrow's Needs Act of 2016
1878,s2691-114,REFERRED,s,Integrating Behavioral Health Through Technology Act of 2016
1879,s2692-114,REFERRED,s,Countering Information Warfare Act of 2016
1880,s2693-114,REFERRED,s,EEOC Reform Act
1881,s2694-114,REFERRED,s,Lifesaving Gear for Police Act
1882,s2695-114,REFERRED,s,Anti-Trust Freedom Act of 2016
1883,s2696-114,REFERRED,s,Protect Small Business Jobs Act of 2016
1884,s2697-114,REFERRED,s,Wage Theft Prevention and Wage Recovery Act
1885,s2698-114,REFERRED,s,Preserving Consumer Health Accounts Act of 2016
1886,s2699-114,REFERRED,s,FAIR Act
1887,s27-114,REFERRED,s,Wildlife Trafficking Enforcement Act of 2015
1888,s270-114,REFERRED,s,Charlie Morgan Military Spouses Equal Treatment Act of 2015
1889,s2700-114,REPORTED,s,FDA and NIH Workforce Authorities Modernization Act
1890,s2701-114,REFERRED,s,Medicaid Program Integrity Enhancement Act of 2016
1891,s2702-114,REFERRED,s,ABLE to Work Act of 2016
1892,s2703-114,REFERRED,s,ABLE Financial Planning Act
1893,s2704-114,REFERRED,s,ABLE Age Adjustment Act
1894,s2705-114,REFERRED,s,Coral Reef Sustainability Through Innovation Act of 2016
1895,s2706-114,REFERRED,s,Recreation Not Red-Tape Act
1896,s2707-114,REFERRED,s,Protecting Workplace Advancement and Opportunity Act
1897,s2708-114,REFERRED,s,Religious Persecution Relief Act
1898,s2709-114,REFERRED,s,Contractor Accountability and Transparency Act of 2016
1899,s271-114,REFERRED,s,Retired Pay Restoration Act of 2015
1900,s2710-114,REFERRED,s,Women and Minorities in STEM Booster Act of 2016
1901,s2711-114,REFERRED,s,Native American Education Opportunity Act
1902,s2712-114,REFERRED,s,Combat-Injured Veterans Tax Fairness Act of 2016
1903,s2713-114,REPORTED,s,Advancing Precision Medicine Act of 2016
1904,s2714-114,REFERRED,s,Security Clearance Oversight and Accountability Act
1905,s2715-114,REFERRED,s,National Security Whistleblower Protection Act of 2016
1906,s2716-114,REFERRED,s,A bill to update the oil and gas and mining industry guides of the Securities and Exchange Commission.
1907,s2717-114,REPORTED,s,Dam Repairs and Improvements for Tribes Act of 2016
1908,s2718-114,REFERRED,s,Perkins Fund for Equity and Excellence
1909,s2719-114,REFERRED,s,SCRA Enhancement and Improvement Act of 2016
1910,s272-114,REPORTED,s,"Department of Homeland Security Appropriations Act, 2015"
1911,s2720-114,REFERRED,s,Brokaw Act
1912,s2721-114,REFERRED,s,Social Security Caregiver Credit Act of 2016
1913,s2722-114,REFERRED,s,Federal Savings Association Charter Flexibility Act of 2016
1914,s2723-114,REFERRED,s,Congressional Whistleblower Protection Act of 2016
1915,s2724-114,REFERRED,s,Separation of Powers Restoration Act of 2016
1916,s2725-114,REFERRED,s,Iran Ballistic Missile Sanctions Act of 2016
1917,s2726-114,REFERRED,s,Iran Terrorism and Human Rights Sanctions Act of 2016
1918,s2727-114,REFERRED,s,"A bill to amend the Federal Water Pollution Control Act to allow preservation leasing as a form of compensatory mitigation for discharges of dredged or fill material affecting State or Indian land, and for other purposes."
1919,s2728-114,REFERRED,s,Alaska Native Access Card Act
1920,s2729-114,REFERRED,s,Harbor Maintenance Trust Fund Reform Act of 2016
1921,s273-114,REFERRED,s,"A bill to amend title 18, United States Code, to prohibit the intentional discrimination of a person or organization by an employee of the Internal Revenue Service."
1922,s2730-114,REFERRED,s,Ghost Army Congressional Gold Medal Act
1923,s2731-114,REFERRED,s,Cape Cod National Seashore Land Exchange Act
1924,s2732-114,REFERRED,s,"A bill to amend the Federal Water Pollution Control Act to exempt Indian tribes from compensatory mitigation requirements in connection with certain discharges of dredged or fill material, and for other purposes."
1925,s2733-114,REFERRED,s,Venue Equity and Non-Uniformity Elimination Act of 2016
1926,s2734-114,REFERRED,s,CLEAN UP Act
1927,s2735-114,REFERRED,s,Protect America from Homemade Explosives Act
1928,s2736-114,PASS_OVER:SENATE,s,Patient Access to Durable Medical Equipment Act of 2016
1929,s2737-114,REFERRED,s,Improving Medical Device Innovation Act
1930,s2738-114,REFERRED,s,Political Intelligence Transparency Act of 2016
1931,s2739-114,REPORTED,s,Spokane Tribe of Indians of the Spokane Reservation Equitable Compensation Act
1932,s274-114,REFERRED,s,A bill to prohibit the Department of the Treasury from assigning tax statuses to organizations based on their political beliefs and activities.
1933,s2740-114,REFERRED,s,"A bill to prohibit the transfer or release of individuals detained at United States Naval Station, Guantanamo Bay, Cuba, to state sponsors of terrorism."
1934,s2741-114,REFERRED,s,Keep Estimated Extra Payments Act
1935,s2742-114,REPORTED,s,Promoting Biomedical Research and Public Health for Patients Act
1936,s2743-114,REFERRED,s,Farm Payment Loophole Elimination Act of 2016
1937,s2744-114,REFERRED,s,Genetic Research Privacy Protection Act
1938,s2745-114,REPORTED,s,Advancing NIH Strategic Planning and Representation in Medical Research Act
1939,s2746-114,REFERRED,s,Detaining Terrorists to Protect Americans Act of 2016
1940,s2747-114,REFERRED,s,Elder Protection and Abuse Prevention Act
1941,s2748-114,REFERRED,s,Palliative Care and Hospice Education and Training Act
1942,s2749-114,REFERRED,s,"A bill to provide an exception from the reduced flat rate per diem for long-term temporary duty under Joint Travel Regulations for civilian employees of naval shipyards traveling for direct labor in support of off-yard work, and for other purposes."
1943,s275-114,REFERRED,s,Medicare Home Infusion Site of Care Act of 2015
1944,s2750-114,REFERRED,s,Charities Helping Americans Regularly Throughout the Year Act
1945,s2751-114,REFERRED,s,Support Startup Businesses Act of 2016
1946,s2752-114,REFERRED,s,Preventing Iran's Access to United States Dollars Act of 2016
1947,s2753-114,REFERRED,s,Elevating Educator Preparation Through Innovation Act of 2016
1948,s2754-114,REPORTED,s,"A bill to designate the Federal building and United States courthouse located at 300 Fannin Street in Shreveport, Louisiana, as the ""Tom Stagg Federal Building and United States Courthouse""."
1949,s2755-114,ENACTED:SIGNED,s,Fallen Heroes Flag Act of 2016
1950,s2756-114,REFERRED,s,Iran Cyber Sanctions Act of 2016
1951,s2757-114,REFERRED,s,Iran Financial System Access Limitation Act of 2016
1952,s2758-114,REFERRED,s,Promoting Responsible Opioid Prescribing Act of 2016
1953,s2759-114,REFERRED,s,Credit for Caring Act of 2016
1954,s276-114,REFERRED,s,Collaborative Academic Research Efforts for Tourette Syndrome Act of 2015
1955,s2760-114,REFERRED,s,SAFE Lending Act of 2016
1956,s2761-114,REFERRED,s,FAA Community Accountability Act of 2016
1957,s2762-114,REFERRED,s,RECOUP Act of 2016
1958,s2763-114,REFERRED,s,Holocaust Expropriated Art Recovery Act of 2016
1959,s2764-114,REFERRED,s,Cyber AIR Act
1960,s2765-114,REFERRED,s,Real Education for Healthy Youth Act of 2016
1961,s2766-114,REFERRED,s,Tax Return Identity Theft Protection Act of 2016
1962,s2767-114,REFERRED,s,United States Cadet Nurse Corps Equity Act of 2016
1963,s2768-114,REFERRED,s,Clean Water Affordability Act of 2016
1964,s2769-114,REFERRED,s,A bill to require the Federal Aviation Administration to establish minimum standards for space for passengers on passenger aircraft.
1965,s277-114,REFERRED,s,Strengthening Research in Adult Education Act
1966,s2770-114,REFERRED,s,Kelsey Smith Act
1967,s2771-114,REFERRED,s,"A bill to amend title 38, United States Code, to expand the qualifications for licensed mental health counselors of the Department of Veterans Affairs."
1968,s2772-114,REFERRED,s,A bill to eliminate the requirement that veterans pay a copayment to the Department of Veterans Affairs to receive opioid antagonists or education on the use of opioid antagonists.
1969,s2773-114,REFERRED,s,GAP Act
1970,s2774-114,REFERRED,s,Agriculture Students EARN Act
1971,s2775-114,REFERRED,s,Technical Corrections Act of 2016
1972,s2776-114,REFERRED,s,TEST for Lead Act
1973,s2777-114,REFERRED,s,Contact Lens Consumer Health Protection Act of 2016
1974,s2778-114,REFERRED,s,Directed Energy Weapon Systems Acquisition Act of 2016
1975,s2779-114,REFERRED,s,Manufacturing Extension Partnership Improvement Act of 2016
1976,s278-114,REFERRED,s,Citizen Empowerment Act
1977,s2780-114,REFERRED,s,Protections Against Terrorist Transfer Act of 2016
1978,s2781-114,REFERRED,s,Federal Law Enforcement Training Centers Reform and Improvement Act of 2016
1979,s2782-114,REFERRED,s,Ensuring Children's Access to Specialty Care Act of 2016
1980,s2783-114,REFERRED,s,Rural Housing Preservation Act of 2016
1981,s2784-114,REFERRED,s,STEM Opportunities Act of 2016
1982,s2785-114,REPORTED,s,Tribal Youth and Community Protection Act of 2016
1983,s2786-114,REFERRED,s,Rural Access to Hospice Act of 2016
1984,s2787-114,REFERRED,s,States Achieve Medicaid Expansion (SAME) Act of 2016
1985,s2788-114,REFERRED,s,"A bill to prohibit closure of United States Naval Station, Guantanamo Bay, Cuba, to prohibit the transfer or release of detainees at that Naval Station to the United States, and for other purposes."
1986,s2789-114,REFERRED,s,Tax Filing Simplification Act of 2016
1987,s279-114,REFERRED,s,Don't Tax Our Fallen Public Safety Heroes Act
1988,s2790-114,REFERRED,s,Financial Institution Customer Protection Act of 2016
1989,s2791-114,REFERRED,s,Atomic Veterans Healthcare Parity Act
1990,s2792-114,REFERRED,s,Rapid Innovation Fund Enhancement Act of 2016
1991,s2793-114,REFERRED,s,SBIR and STTR Reauthorization and Improvement Act of 2016
1992,s2794-114,REFERRED,s,American Manufacturing Competitiveness Act of 2016
1993,s2795-114,REPORTED,s,Nuclear Energy Innovation and Modernization Act
1994,s2796-114,REFERRED,s,Repealing Existing Substandard Provisions Encouraging Conciliation with Tribes Act
1995,s2797-114,REFERRED,s,Refund to Rainy Day Savings Act
1996,s2798-114,REFERRED,s,Free Market Flights Act of 2016
1997,s2799-114,REFERRED,s,Firefighter Cancer Registry Act
1998,s28-114,REFERRED,s,Cluster Munitions Civilian Protection Act of 2015
1999,s280-114,REPORTED,s,Federal Permitting Improvement Act of 2015
2000,s2800-114,REFERRED,s,Stop Taxing Death and Disability Act
2001,s2801-114,REFERRED,s,"A bill for the relief of Malachy McAllister, Nicola McAllister, and Sean Ryan McAllister."
2002,s2802-114,REFERRED,s,Protecting Gun Rights and Due Process Act
2003,s2803-114,REFERRED,s,Taxpayers Before Insurers Act
2004,s2804-114,REPORTED,s,"Energy and Water Development and Related Agencies Appropriations Act, 2017"
2005,s2805-114,REPORTED,s,"A bill to modify the boundary of Voyageurs National Park in the State of Minnesota, and for other purposes."
2006,s2806-114,REPORTED,s,"Military Construction, Veterans Affairs, and Related Agencies Appropriations Act, 2017"
2007,s2807-114,REFERRED,s,Preserving Public Access to Public Waters Act
2008,s2808-114,PASS_OVER:SENATE,s,John F. Kennedy Center Reauthorization Act of 2016
2009,s2809-114,REFERRED,s,"A bill to amend the Internal Revenue Code of 1986 to preserve taxpayers' rights to administrative appeal of deficiency determinations, and for other purposes."
2010,s281-114,REFERRED,s,Taxpayer Transparency Act of 2015
2011,s2810-114,REFERRED,s,Local Cheese Promotion and Dairy Support Act of 2016
2012,s2811-114,REFERRED,s,A bill to authorize the award of the Distinguished Service Cross to Chaplain (First Lieutenant) Joseph Verbis LaFleur for acts of valor during World War II.
2013,s2812-114,REPORTED,s,SBIR and STTR Reauthorization and Improvement Act of 2016
2014,s2813-114,REFERRED,s,Multi-State Worker Tax Fairness Act of 2016
2015,s2814-114,REFERRED,s,National Defense Authorization Act for Fiscal Year 2017
2016,s2815-114,PASS_OVER:SENATE,s,United States Semiquincentennial Commission Act of 2016
2017,s2816-114,REPORTED,s,Diesel Emissions Reduction Act of 2016
2018,s2817-114,REPORTED,s,Space Weather Research and Forecasting Act
2019,s2818-114,REFERRED,s,Title X Amendments Act of 2016
2020,s2819-114,REFERRED,s,Healthy Housing Council Act of 2016
2021,s282-114,REPORTED,s,Taxpayers Right-To-Know Act
2022,s2820-114,REFERRED,s,Contaminant and Lead Electronic Accounting and Reporting Requirements (CLEARR) for Drinking Water Act of 2016
2023,s2821-114,REFERRED,s,"Testing, Removal, and Updated Evaluations of Lead Everywhere in America for Dramatic Enhancements that Restore Safety to Homes, Infrastructure, and Pipes Act of 2016"
2024,s2822-114,REFERRED,s,Flexibility in Electronic Health Record Reporting Act
2025,s2823-114,REFERRED,s,Steel Industry Preservation Act
2026,s2824-114,REPORTED,s,Ariel Rios Federal Building Designation Act
2027,s2825-114,REFERRED,s,Buy American Act of 2016
2028,s2826-114,REFERRED,s,Promoting Value Based Defense Procurement Act of 2016
2029,s2827-114,REFERRED,s,Willing Workers and Willing Employers Act of 2016
2030,s2828-114,REFERRED,s,"A bill to designate the community-based outpatient clinic of the Department of Veterans Affairs located in The Dalles, Oregon, as the ""Loren R. Kaufman Memorial Veterans' Clinic""."
2031,s2829-114,PASS_OVER:SENATE,s,Maritime Administration Authorization and Enhancement Act for Fiscal Year 2017
2032,s283-114,REFERRED,s,Stop Targeting of Political Beliefs by the IRS Act of 2015
2033,s2830-114,REFERRED,s,Lead Testing in School and Child Care Drinking Water Act of 2016
